invoice_id,vendor_id,amount,date,fraud_label,duplicate_flag,invoice_count,avg_amount,weekend_flag,day_of_week,month,high_amount_flag,is_weekend,bank_change_flag,ghost_vendor_flag,velocity_spike,first_digit,benford_score,scenario,anomaly_flag,anomaly_score,is_weekend_entry,is_outside_office_hours,user_manual_entry_history,is_manual_flag,manual_pattern_score,rolling_volatility,volatility_shock,invoice_amount,posting_month,is_late_flag,vendor_past_late_ratio,manual_history,discount_risk_score,late_payment_risk
640721,V10336,187603.71,02-01-2023 11:00,0,0,7134,157189.4533,0,0,1,0,0,0,0,0,1,0.301,standard,0,0.123325101,0,0,0.367675918,0,0.000114145,122693.971,0,187603.71,1,0,0.00182226,0.367675918,0.088099624,0.095793008
1643759,V10372,48136.56,07-01-2023 13:00,0,0,7171,160149.1038,1,5,1,0,1,0,0,0,4,0.097,standard,0,0.167710471,1,0,0.361176963,1,0.999915158,343798.8298,0,48136.56,1,0,0.001673407,0.361176963,0.053335123,0.057136023
1313908,V10363,251807.09,06-01-2023 16:00,0,0,7185,152837.6531,0,4,1,0,0,0,0,0,2,0.176,standard,0,0.116554735,0,0,0.363117606,0,0.000113601,201093.4515,0,251807.09,1,0,0.001391788,0.363117606,0.120170061,0.117251372
4915201,V10502,414958.22,15-01-2023 13:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,4,0.097,expense,1,-0.012632082,1,1,0.37944128,1,0.999917629,182980.2589,0,414958.22,1,1,0.491998915,0.37944128,1,1
4541292,V10450,5026372.45,14-01-2023 14:00,0,0,7140,155813.7643,1,5,1,1,1,0,0,0,5,0.079,expense,1,-0.008305346,1,1,0.371568627,1,0.999916879,1844700.589,1,5026372.45,1,1,0.001680672,0.371568627,0.99999999,0.99999995
3448603,V10871,137008.32,11-01-2023 17:00,0,0,7278,160575.3066,0,2,1,0,0,0,0,0,1,0.301,standard,0,0.132436063,0,0,0.354630393,0,0.000112433,76585.60113,0,137008.32,1,0,0.006870019,0.354630393,0.119474771,0.106170538
6324960,V10894,156391.09,29-01-2023 16:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.008121342,1,1,0.37078346,1,0.999916805,86690.84253,0,156391.09,1,1,0.445457018,0.37078346,1,1
1981113,V10808,232580.42,08-01-2023 11:00,0,0,7260,156807.6563,1,6,1,0,1,0,0,0,2,0.176,standard,0,0.119707732,1,0,0.365977961,1,0.999915817,201771.3944,0,232580.42,1,0,0.001515152,0.365977961,0.127097183,0.110387541
567870,V10502,10146.68,01-01-2023 23:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.020319661,1,1,0.37944128,1,0.999917661,156965.2035,0,10146.68,1,0,0.491998915,0.37944128,1,1
809186,V10043,7243.98,02-01-2023 16:00,0,0,7103,159310.575,0,0,1,0,0,0,0,0,7,0.058,standard,0,0.166732322,0,0,0.358580881,0,0.000112739,314098.536,0,7243.98,1,0,0.002393355,0.358580881,0.041590045,0.051182284
2810194,V10438,58462.05,10-01-2023 09:00,0,0,7212,165107.0598,0,1,1,0,0,0,0,0,5,0.079,standard,0,0.145075618,0,0,0.363422074,0,0.000113477,103939.8443,0,58462.05,1,0,0.002773156,0.363422074,0.063407977,0.063300481
38563,V10039,12267.87,01-01-2023 09:00,0,0,7173,166988.7084,1,6,1,0,1,0,0,0,1,0.301,standard,0,0.147265188,1,0,0.367349784,1,0.999915831,103249.8938,0,12267.87,1,0,0.002788234,0.367349784,0.049127917,0.053378375
162519,V10502,99675.01,01-01-2023 12:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,9,0.046,standard,1,-0.055924735,1,1,0.37944128,1,0.999917808,136269.0989,0,99675.01,1,1,0.491998915,0.37944128,1,1
1809188,V10502,5183.49,07-01-2023 19:00,0,0,7374,182302.2357,1,5,1,0,1,0,0,0,5,0.079,standard,1,-0.002918335,1,1,0.37944128,1,0.999917589,240123.6368,0,5183.49,1,0,0.491998915,0.37944128,1,1
4441,V10764,10000000,01-01-2023 04:00,1,0,7294,162434.2462,1,6,1,1,1,0,0,0,1,0.301,expense,1,-0.123594876,1,1,0.365917192,1,0.999916831,3727621.695,1,10000000,1,1,0.012613107,0.365917192,1,1
2108594,V10894,156102.84,08-01-2023 15:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.008121342,1,1,0.37078346,1,0.999916805,136585.218,0,156102.84,1,1,0.445457018,0.37078346,1,1
5702000,V10059,186239.8,17-01-2023 14:00,0,0,7291,160499.7109,0,1,1,0,0,0,0,0,1,0.301,standard,0,0.100278393,0,0,0.366753532,0,0.000114159,143752.3638,0,186239.8,1,0,0.010286655,0.366753532,0.172818042,0.151329308
4767646,V10990,4687762.03,14-01-2023 22:00,0,0,7198,159912.9828,1,5,1,1,1,0,0,0,4,0.097,expense,1,-0.008075951,1,1,0.376076688,1,0.999917298,1708954.392,1,4687762.03,1,1,0.00166713,0.376076688,0.999999963,0.999999809
6044549,V10427,310377.22,21-01-2023 10:00,0,0,7213,156232.0529,1,5,1,0,1,0,0,0,3,0.125,standard,0,0.027339606,1,0,0.363233051,1,0.999915947,375496.0004,0,310377.22,1,0,0.001802301,0.363233051,0.159306398,0.14647776
4683278,V10502,292449.69,14-01-2023 19:00,0,0,7374,182302.2357,1,5,1,0,1,0,0,0,2,0.176,standard,1,-0.063632316,1,1,0.37944128,1,0.99991784,140890.421,0,292449.69,1,1,0.491998915,0.37944128,1,1
1752023,V10894,99838.94,07-01-2023 17:00,0,0,7352,177000.5282,1,5,1,0,1,0,0,0,9,0.046,standard,1,-0.031435234,1,1,0.37078346,1,0.999916902,178612.4452,0,99838.94,1,1,0.445457018,0.37078346,1,1
3127015,V10464,243668.85,10-01-2023 20:00,0,0,7240,166199.5478,0,1,1,0,0,0,0,0,2,0.176,standard,0,0.105658778,0,0,0.363121547,0,0.000113663,86399.91148,0,243668.85,1,0,0.002900552,0.363121547,0.137403785,0.123790601
394115,V10293,84929.97,01-01-2023 18:00,0,0,7185,160596.5271,1,6,1,0,1,0,0,0,8,0.051,standard,0,0.144621185,1,0,0.361864997,1,0.999915322,67777.87666,0,84929.97,1,0,0.001670146,0.361864997,0.063428798,0.065451213
1563138,V10502,1616373.75,07-01-2023 11:00,0,0,7374,182302.2357,1,5,1,1,1,0,0,0,1,0.301,expense,1,-0.101173976,1,1,0.37944128,1,0.999917994,576453.9898,0,1616373.75,1,1,0.491998915,0.37944128,1,1
3172126,V10573,125,09-05-2023 13:26,0,0,7127,162349.5159,0,1,5,0,0,0,0,0,1,0.301,standard,0,0.145093694,0,0,0.36691455,0,0.000113924,194.6066683,0,125,5,0,0.002385295,0.36691455,0.042134916,7.90E-49
1716489,V10502,1444.19,07-01-2023 16:00,0,0,7374,182302.2357,1,5,1,0,1,0,0,0,1,0.301,standard,1,-0.027548612,1,1,0.37944128,1,0.999917691,128024.4313,0,1444.19,1,0,0.491998915,0.37944128,1,1
5605378,V10304,403928.93,17-01-2023 10:00,0,0,7146,153317.8514,0,1,1,0,0,0,0,0,4,0.097,expense,0,0.191372217,0,0,0.369577386,0,0.000114,167493.9012,0,403928.93,1,0,0.001399384,0.369577386,0.196400719,0.194813247
356917,V10502,2066565.86,01-01-2023 17:00,0,0,7374,182302.2357,1,6,1,1,1,0,0,0,2,0.176,expense,1,-0.099273734,1,1,0.37944128,1,0.999917986,753388.3984,1,2066565.86,1,1,0.491998915,0.37944128,1,1
5166023,V10894,101075.84,15-01-2023 22:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.009819994,1,1,0.37078346,1,0.999916812,86178.93271,0,101075.84,1,1,0.445457018,0.37078346,1,1
6304682,V10843,9879622.68,29-01-2023 12:00,0,0,7095,152606.8578,1,6,1,1,1,0,0,0,9,0.046,expense,1,-0.104473494,1,1,0.369415081,1,0.999917078,3630839.588,1,9879622.68,1,1,0.003382664,0.369415081,1,1
140508,V10502,14583.34,01-01-2023 11:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.025878523,1,1,0.37944128,1,0.999917684,152367.9993,0,14583.34,1,0,0.491998915,0.37944128,1,1
5030058,V10502,8024.44,15-01-2023 18:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,8,0.051,standard,1,-0.012059116,1,1,0.37944128,1,0.999917627,101101.3871,0,8024.44,1,0,0.491998915,0.37944128,1,1
382183,V10894,295023.94,01-01-2023 17:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,2,0.176,standard,1,-0.048286782,1,1,0.37078346,1,0.999916972,657946.3528,1,295023.94,1,1,0.445457018,0.37078346,1,1
5765559,V10327,33797.49,17-01-2023 16:00,0,0,7133,167212.3275,0,1,1,0,0,0,0,0,3,0.125,standard,0,0.134061122,0,0,0.355390439,0,0.00011252,435166.1301,0,33797.49,1,0,0.012477219,0.355390439,0.083969246,0.100782883
98572,V10894,148561.82,01-01-2023 10:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.007755801,1,1,0.37078346,1,0.999916804,175981.3704,0,148561.82,1,1,0.445457018,0.37078346,1,1
373972,V10928,182871.68,01-01-2023 17:00,0,0,7023,153938.3234,1,6,1,0,1,0,0,0,1,0.301,low_volume,0,0,1,0,0.35810907,1,0.999915577,105546.962,0,182871.68,1,0,0,0.35810907,0.064867256,0.084962549
4456473,V10775,7871507.94,14-01-2023 11:00,0,0,7092,161874.9765,1,5,1,1,1,0,0,0,7,0.058,expense,1,-0.093179553,1,1,0.371686407,1,0.999917243,2974687.564,1,7871507.94,1,1,0.010575296,0.371686407,1,1
2831669,V10742,354534.68,10-01-2023 10:00,0,0,7283,158738.0649,0,1,1,0,0,0,0,0,3,0.125,expense,0,0.18022059,0,0,0.362487986,0,0.000113159,116827.7799,0,354534.68,1,0,0.006590691,0.362487986,0.255606912,0.215686916
119832,V10606,2822869.48,01-01-2023 11:00,0,0,7304,175077.809,1,6,1,1,1,0,0,0,2,0.176,expense,1,-0.075090644,1,1,0.375821468,1,0.999917552,1160289.456,1,2822869.48,1,1,0.111856517,0.375821468,0.999999834,0.999999686
2987008,V10450,15,01-01-2023 00:08,0,0,7140,155813.7643,1,6,1,0,1,0,0,0,1,0.301,standard,0,0.148200311,1,0,0.371568627,1,0.999916225,2382.274864,0,15,1,0,0.001680672,0.371568627,0.041467487,0.047761806
5171408,V10502,4276.16,15-01-2023 22:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,4,0.097,standard,1,-0.007440049,1,1,0.37944128,1,0.999917608,165241.8508,0,4276.16,1,0,0.491998915,0.37944128,1,1
4564400,V10267,10000000,14-01-2023 15:00,0,0,7247,160675.5028,1,5,1,1,1,0,0,0,1,0.301,expense,1,-0.108543651,1,1,0.374913757,1,0.999917606,4992512.068,1,10000000,1,1,0.001931834,0.374913757,1,1
2255594,V10502,136964.99,08-01-2023 19:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.032532265,1,1,0.37944128,1,0.999917711,78478.41613,0,136964.99,1,1,0.491998915,0.37944128,1,1
4659808,V10916,176220.65,14-01-2023 18:00,0,0,7156,160687.6126,1,5,1,0,1,0,0,0,1,0.301,standard,0,0.142045714,1,0,0.35941867,1,0.9999151,113449.7397,0,176220.65,1,0,0.002096143,0.35941867,0.088719206,0.093410476
4332976,V10237,51904.96,13-01-2023 20:00,0,0,7231,164163.913,0,4,1,0,0,0,0,0,5,0.079,standard,0,0.147666071,0,0,0.364541557,0,0.000113606,122034.2271,0,51904.96,1,0,0.002074402,0.364541557,0.061483036,0.059316285
370966,V10502,332546.23,01-01-2023 17:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,3,0.125,standard,1,-0.094122091,1,1,0.37944128,1,0.999917965,191130.9909,0,332546.23,1,1,0.491998915,0.37944128,1,1
2278815,V10502,120679.46,08-01-2023 19:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.031452652,1,1,0.37944128,1,0.999917707,70062.21812,0,120679.46,1,1,0.491998915,0.37944128,1,1
2156571,V10736,68524.43,08-01-2023 16:00,0,0,7284,153475.2715,1,6,1,0,1,0,0,0,6,0.067,standard,0,0.116860353,1,0,0.354887424,1,0.999914774,142723.8658,0,68524.43,1,0,0.006040637,0.354887424,0.088814013,0.079309022
4528730,V10085,6602883.7,14-01-2023 14:00,0,0,7160,154452.5015,1,5,1,1,1,0,0,0,6,0.067,expense,1,-0.056933098,1,1,0.375977654,1,0.999917491,2436158.594,1,6602883.7,1,1,0.001117318,0.375977654,1,1
3069499,V10169,186,27-02-2023 06:59,0,0,7082,166563.2882,0,0,2,0,0,0,0,0,1,0.301,standard,0,0.081772204,0,0,0.361621011,0,0.000113608,47.75645635,0,186,2,0,0.039536854,0.361621011,0.253813703,1.04E-12
1742681,V10529,326033.25,07-01-2023 17:00,0,0,7152,161313.8942,1,5,1,0,1,0,0,0,3,0.125,expense,0,0.197749383,1,0,0.359899329,1,0.999914908,457932.5332,0,326033.25,1,0,0.002097315,0.359899329,0.155424299,0.156765481
4586264,V10570,10000000,14-01-2023 16:00,0,0,7210,161961.266,1,5,1,1,1,0,0,0,1,0.301,expense,1,-0.098984617,1,1,0.372815534,1,0.999917372,3718931.672,1,10000000,1,1,0.002357836,0.372815534,1,1
420459,V10102,240869.08,01-01-2023 18:00,0,0,7174,160164.4653,1,6,1,0,1,0,0,0,2,0.176,standard,0,0.135405229,1,0,0.359771397,1,0.999915161,181128.0386,0,240869.08,1,0,0.002230276,0.359771397,0.118129604,0.118188543
321342,V10502,213649.22,01-01-2023 16:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,2,0.176,standard,1,-0.038921484,1,1,0.37944128,1,0.999917738,99739.81511,0,213649.22,1,1,0.491998915,0.37944128,1,1
4637190,V10444,7622020.91,14-01-2023 18:00,0,0,7195,155869.4279,1,5,1,1,1,0,0,0,7,0.058,expense,1,-0.075134588,1,1,0.370257123,1,0.999917035,2872059.295,1,7622020.91,1,1,0.001528839,0.370257123,1,1
4556430,V10478,7406230.35,14-01-2023 15:00,0,0,7223,163050.2296,1,5,1,1,1,0,0,0,7,0.058,expense,1,-0.077978539,1,1,0.373667451,1,0.999917364,2743037.476,1,7406230.35,1,1,0.001938253,0.373667451,1,1
4550865,V10018,10000000,14-01-2023 15:00,0,0,7260,154485.2007,1,5,1,1,1,0,0,0,1,0.301,expense,1,-0.116551633,1,1,0.371487603,1,0.999917321,3705401.383,1,10000000,1,1,0.001101928,0.371487603,1,1
4589074,V10261,5059.42,14-01-2023 16:00,0,0,7197,177040.0078,1,5,1,0,1,0,0,0,5,0.079,standard,0,0.08282988,1,0,0.370015284,1,0.999916353,194170.7595,0,5059.42,1,0,0.060302904,0.370015284,0.585769727,0.6615967
6040613,V10502,44710.72,21-01-2023 07:00,0,0,7374,182302.2357,1,5,1,0,1,0,0,0,4,0.097,standard,1,-0.03418123,1,1,0.37944128,1,0.999917718,78030.21321,0,44710.72,1,0,0.491998915,0.37944128,1,1
4296682,V10420,25181.32,13-01-2023 19:00,0,0,7092,166935.0389,0,4,1,0,0,0,0,0,2,0.176,standard,0,0.116397552,0,0,0.366610265,0,0.000114048,31822.13259,0,25181.32,1,0,0.028905809,0.366610265,0.173430592,0.231204126
3206242,V10330,175,02-06-2023 06:02,0,0,7266,152648.6118,0,4,6,0,0,0,0,0,1,0.301,standard,0,0.121817767,0,0,0.358381503,0,0.000112968,75.58259077,0,175,6,0,0.00357831,0.358381503,0.057506033,1.68E-60
6297645,V10502,20791.61,29-01-2023 09:00,0,0,7374,182302.2357,1,6,1,0,1,1,0,0,2,0.176,standard,1,-0.019627386,1,1,0.37944128,1,0.999917658,173741.3454,0,20791.61,1,0,0.491998915,0.37944128,1,1
4313929,V10799,121432.49,13-01-2023 20:00,0,0,7181,157209.0013,0,4,1,0,0,0,0,0,1,0.301,standard,0,0.160595534,0,0,0.359002924,0,0.000112828,1653790.018,1,121432.49,1,0,0.001114051,0.359002924,0.070785574,0.072457889
5070475,V10502,38807.25,15-01-2023 19:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,3,0.125,standard,1,-0.034529908,1,1,0.37944128,1,0.99991772,101874.0652,0,38807.25,1,0,0.491998915,0.37944128,1,1
1482854,V10734,35370.07,06-01-2023 21:00,0,0,7264,165574.2905,0,4,1,0,0,1,0,0,3,0.125,standard,0,0.137449195,0,0,0.363160793,0,0.000113487,74576.4802,0,35370.07,1,0,0.016932819,0.363160793,0.131954235,0.129491329
2306661,V10894,287359.94,08-01-2023 20:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,2,0.176,standard,1,-0.037537284,1,1,0.37078346,1,0.999916928,131754.5477,0,287359.94,1,1,0.445457018,0.37078346,1,1
1472335,V10723,14634.09,06-01-2023 21:00,0,0,7020,146669.4387,0,4,1,0,0,0,0,0,1,0.301,low_volume,0,0,0,0,0.365384615,0,0.000114557,427140.5729,0,14634.09,1,0,0,0.365384615,0.032382656,0.045675111
4437134,V10386,12818694.29,14-01-2023 11:00,0,0,7237,166544.6582,1,5,1,1,1,0,0,0,1,0.301,expense,1,-0.130828097,1,1,0.369351941,1,0.999917182,4814736.064,1,12818694.29,1,1,0.004836258,0.369351941,1,1
4423197,V10894,343472.08,14-01-2023 10:00,0,0,7352,177000.5282,1,5,1,0,1,0,0,0,3,0.125,standard,1,-0.081350597,1,1,0.37078346,1,0.99991711,131531.7784,0,343472.08,1,1,0.445457018,0.37078346,1,1
6066132,V10913,5340297.63,22-01-2023 10:00,0,0,7211,171431.0162,1,6,1,1,1,0,0,0,5,0.079,expense,1,-0.070674728,1,1,0.37290251,1,0.999917263,1959409.546,1,5340297.63,1,1,0.040771044,0.37290251,1,0.999999999
3789342,V10553,121796.96,12-01-2023 16:00,0,0,7186,158891.4783,0,3,1,0,0,0,0,0,1,0.301,standard,0,0.165729544,0,0,0.366546062,0,0.000113759,54648.30845,0,121796.96,1,0,0.001669914,0.366546062,0.073647687,0.074913555
2964749,V10615,46007.32,10-01-2023 15:00,0,0,7273,165424.5881,0,1,1,0,0,0,1,0,4,0.097,standard,0,0.123520278,0,0,0.37013612,0,0.00011446,83643.55089,0,46007.32,1,0,0.01759934,0.37013612,0.143918428,0.139177101
2987235,V10559,50,01-01-2023 03:55,0,0,7094,151169.9862,1,6,1,0,1,0,0,0,5,0.079,standard,0,0.126510164,1,0,0.358894841,1,0.999915116,4161.926361,0,50,1,0,0.005215675,0.358894841,0.046381688,0.058813782
5474396,V10635,52999.6,16-01-2023 19:00,0,0,7136,157466.8324,0,0,1,0,0,0,0,0,5,0.079,standard,0,0.163977245,0,0,0.361547085,0,0.000113131,242631.8224,0,52999.6,1,0,0.001681614,0.361547085,0.051169302,0.058204724
4444127,V10295,29080.93,14-01-2023 11:00,0,0,6975,160671.1181,1,5,1,0,1,0,0,0,2,0.176,low_volume,0,0,1,0,0.367455197,1,0.999916459,214448.9603,0,29080.93,1,0,0,0.367455197,0.031712225,0.048220745
5148574,V10502,42049.58,15-01-2023 21:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,4,0.097,standard,1,-0.033285029,1,1,0.37944128,1,0.999917715,170244.3393,0,42049.58,1,0,0.491998915,0.37944128,1,1
6284453,V10839,8645852.36,28-01-2023 11:00,0,0,7089,168260.942,1,5,1,1,1,0,0,0,8,0.051,expense,1,-0.1179459,1,1,0.369868811,1,0.999917177,3197257.866,1,8645852.36,1,1,0.044152913,0.369868811,1,1
1959538,V10588,6860227.85,08-01-2023 10:00,0,0,7193,170624.2598,1,6,1,1,1,0,0,0,6,0.067,expense,1,-0.096328583,1,1,0.368413736,1,0.999916951,2558866.102,1,6860227.85,1,1,0.025163353,0.368413736,1,1
3364649,V10090,45808.16,11-01-2023 14:00,0,0,7125,159306.3543,0,2,1,0,0,0,0,0,4,0.097,standard,0,0.162138722,0,0,0.365614035,0,0.00011366,139828.4402,0,45808.16,1,0,0.002105263,0.365614035,0.049869151,0.058095221
2312118,V10634,2239.88,08-01-2023 20:00,0,0,7134,167568.6593,1,6,1,0,1,0,0,0,2,0.176,standard,0,0.137547361,1,0,0.373563218,1,0.999916457,74833.28042,0,2239.88,1,0,0.016119989,0.373563218,0.089915465,0.110417912
1458845,V10817,46387.91,06-01-2023 20:00,0,0,7119,173513.6831,0,4,1,0,0,0,0,0,4,0.097,standard,0,0.069836272,0,0,0.363112797,0,0.000113866,119880.0952,0,46387.91,1,0,0.049023739,0.363112797,0.43357686,0.533016366
633042,V10523,14966.84,02-01-2023 11:00,0,0,7084,152368.7383,0,0,1,0,0,0,0,0,1,0.301,standard,0,0.105105925,0,0,0.362930548,0,0.000113642,150301.7903,0,14966.84,1,0,0.010304912,0.362930548,0.063792465,0.083345886
4641784,V10502,77003.16,14-01-2023 18:00,0,0,7374,182302.2357,1,5,1,0,1,0,0,0,7,0.058,standard,1,-0.039249659,1,1,0.37944128,1,0.999917739,118542.853,0,77003.16,1,1,0.491998915,0.37944128,1,1
2721651,V10480,290606.54,09-01-2023 19:00,0,0,7351,163829.0018,0,0,1,0,0,0,0,0,2,0.176,standard,0,0.020976545,0,0,0.362535709,0,0.000114071,124923.1457,0,290606.54,1,0,0.03795402,0.362535709,0.641062126,0.600202411
60971,V10894,112315.65,01-01-2023 09:00,0,0,7352,177000.5282,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.008793875,1,1,0.37078346,1,0.999916808,219479.3901,0,112315.65,1,1,0.445457018,0.37078346,1,1
1541015,V10693,186850.72,07-01-2023 10:00,0,0,7150,156206.3562,1,5,1,0,1,0,0,0,1,0.301,standard,0,0.129558333,1,0,0.365034965,1,0.999915687,133256.7914,0,186850.72,1,0,0.002097902,0.365034965,0.091559846,0.097026892
5620905,V10862,126170.58,17-01-2023 11:00,0,0,7374,156705.4216,0,1,1,0,0,0,0,0,1,0.301,standard,0,0.043439258,0,0,0.36764307,0,0.000114599,70829.39806,0,126170.58,1,0,0.028478438,0.36764307,0.348155157,0.303585395
2303925,V10502,396227.52,08-01-2023 20:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,3,0.125,expense,1,-0.014265887,1,1,0.37944128,1,0.999917636,146666.4163,0,396227.52,1,1,0.491998915,0.37944128,1,1
4999060,V10502,12457.81,15-01-2023 17:00,0,0,7374,182302.2357,1,6,1,0,1,0,0,0,1,0.301,standard,1,-0.023669214,1,1,0.37944128,1,0.999917675,104705.2996,0,12457.81,1,0,0.491998915,0.37944128,1,1
4713203,V10972,27205.23,14-01-2023 20:00,0,0,7141,154223.6484,1,5,1,0,1,0,0,0,2,0.176,standard,0,0.162346869,1,0,0.363674555,1,0.999915419,35607.93524,0,27205.23,1,0,0.000560146,0.363674555,0.043690653,0.049495013
